ngrama,frecuencia,tfidf,specificity_score,ngram_size,rol
como organizacion publica,32,0.004069,0.004069,3,tercero
muy dificil muy,37,0.004059,0.004059,3,tercero
llama mucho atencion,26,0.00402,0.00402,3,tercero
muy buenas tardes,25,0.004019,0.004019,3,tercero
jorge eliecer gaitan,25,0.00401,0.00401,3,tercero
pues muchas gracias,31,0.004006,0.004006,3,tercero
defensor derechos humanos,30,0.003982,0.003982,3,tercero
eso pues como,26,0.003973,0.003973,3,tercero
entonces mucha gente,33,0.003956,0.003956,3,tercero
fuerza publica entonces,35,0.003948,0.003948,3,tercero
jurisdiccion especial paz,30,0.003937,0.003937,3,tercero
inc ejercito liberacion,23,0.003915,0.003915,3,tercero
fuerza publica porque,31,0.003888,0.003888,3,tercero
pues como digo,33,0.003884,0.003884,3,tercero
fuerza publica eso,31,0.00388,0.00388,3,tercero
muy grande muy,24,0.003879,0.003879,3,tercero
conflicto armado pues,27,0.003873,0.003873,3,tercero
segunda guerra mundial,27,0.003823,0.003823,3,tercero
miembros fuerza publica,42,0.003809,0.003809,3,tercero
entonces creo ahi,30,0.003804,0.003804,3,tercero
relacion conflicto armado,19,0.003782,0.003782,3,tercero
desarrollo enfoque territorial,21,0.003777,0.003777,3,tercero
gobierno estados unidos,29,0.003777,0.003777,3,tercero
nivel nacional nivel,22,0.003761,0.003761,3,tercero
creo ahi hay,33,0.003734,0.003734,3,tercero
muy fuerte muy,32,0.003729,0.003729,3,tercero
entonces dije bueno,30,0.003724,0.003724,3,tercero
prestar servicio militar,33,0.003721,0.003721,3,tercero
consentimiento informado bueno,22,0.003667,0.003667,3,tercero
unidad restitucion tierras,42,0.003608,0.003608,3,tercero
muy importante como,28,0.003603,0.003603,3,tercero
parte fuerza publica,32,0.003602,0.003602,3,tercero
porque estamos hablando,27,0.003601,0.003601,3,tercero
bien muchas gracias,41,0.003573,0.003573,3,tercero
situacion muy dificil,27,0.003556,0.003556,3,tercero
estado social derecho,27,0.00355,0.00355,3,tercero
estados unidos colombia,22,0.003514,0.003514,3,tercero
bueno ahi hay,23,0.003511,0.003511,3,tercero
parte actores armados,25,0.003461,0.003461,3,tercero
alvaro gomez hurtado,47,0.003443,0.003443,3,tercero
eso mejor dicho,23,0.003438,0.003438,3,tercero
eso muy duro,28,0.00341,0.00341,3,tercero
entonces pues ahi,30,0.003408,0.003408,3,tercero
liberal partido conservador,26,0.003406,0.003406,3,tercero
interamericana derechos humanos,23,0.00339,0.00339,3,tercero
eso hace parte,25,0.003373,0.003373,3,tercero
corriente renovacion socialista,24,0.003367,0.003367,3,tercero
gente mucha gente,26,0.003361,0.003361,3,tercero
entonces eso hay,24,0.003353,0.003353,3,tercero
defensoras derechos humanos,23,0.003352,0.003352,3,tercero
muy importante muy,28,0.003351,0.003351,3,tercero
consejos verbales guerra,39,0.003341,0.003341,3,tercero
luis carlos galan,26,0.003333,0.003333,3,tercero
don test usted,21,0.003331,0.003331,3,tercero
elaborar informe final,27,0.003323,0.003323,3,tercero
eso seria como,20,0.00332,0.00332,3,tercero
entonces punto vista,26,0.003319,0.003319,3,tercero
eso porque como,20,0.003316,0.003316,3,tercero
colombiano reforma agraria,17,0.003304,0.003304,3,tercero
instituto colombiano reforma,17,0.003304,0.003304,3,tercero
partido liberal partido,25,0.003298,0.003298,3,tercero
bueno eso como,21,0.003295,0.003295,3,tercero
mil millones pesos,18,0.003293,0.003293,3,tercero
persistencia conflicto armado,25,0.003289,0.003289,3,tercero
seria muy importante,23,0.003273,0.003273,3,tercero
entonces digamos eso,22,0.003272,0.003272,3,tercero
hay gente dice,23,0.003272,0.003272,3,tercero
muy bien como,24,0.003271,0.003271,3,tercero
parte grupos armados,21,0.00327,0.00327,3,tercero
mataron mucha gente,22,0.003268,0.003268,3,tercero
como tal entonces,21,0.003255,0.003255,3,tercero
actores armados ilegales,24,0.003251,0.003251,3,tercero
entonces ahi hubo,23,0.003245,0.003245,3,tercero
son muy importantes,22,0.003244,0.003244,3,tercero
derechos humanos como,22,0.00324,0.00324,3,tercero
test muchisimas gracias,21,0.003224,0.003224,3,tercero
conflicto armado bueno,21,0.003219,0.003219,3,tercero
llamo mucho atencion,20,0.003201,0.003201,3,tercero
organizacion como organizacion,19,0.003192,0.003192,3,tercero
muy bien muchas,33,0.003185,0.003185,3,tercero
derechos humanos porque,23,0.003181,0.003181,3,tercero
muchas gracias muchas,20,0.003169,0.003169,3,tercero
porque habian matado,20,0.003165,0.003165,3,tercero
muy bien porque,23,0.003161,0.003161,3,tercero
presencia fuerza publica,22,0.003155,0.003155,3,tercero
entonces dice bueno,21,0.003152,0.003152,3,tercero
eso paso eso,21,0.003151,0.003151,3,tercero
pues ahi hay,23,0.003137,0.003137,3,tercero
bueno entonces eso,31,0.003135,0.003135,3,tercero
listo muchas gracias,23,0.003132,0.003132,3,tercero
entonces muchas gracias,16,0.00309,0.00309,3,tercero
ninos ninas adolescentes,24,0.003088,0.003088,3,tercero
derechos humanos pues,20,0.003078,0.003078,3,tercero
eso muy interesante,17,0.003075,0.003075,3,tercero
mejor dicho eso,22,0.003058,0.003058,3,tercero
como eso como,22,0.003054,0.003054,3,tercero
eso mucha gente,20,0.003052,0.003052,3,tercero
alfonso lopez michelsen,24,0.003051,0.003051,3,tercero
bueno muchisimas gracias,28,0.003048,0.003048,3,tercero
eso despues eso,18,0.003045,0.003045,3,tercero
combinacion formas lucha,24,0.003045,0.003045,3,tercero
bueno don test,20,0.003045,0.003045,3,tercero
entonces ahi como,27,0.00304,0.00304,3,tercero
estaba estaba estaba,35,0.003037,0.003037,3,tercero
sino estoy mal,19,0.003035,0.003035,3,tercero
porque hay muchos,21,0.003031,0.003031,3,tercero
muy fuerte entonces,26,0.00303,0.00303,3,tercero
juan manuel santos,21,0.003027,0.003027,3,tercero
dinamica conflicto armado,18,0.003008,0.003008,3,tercero
hasta cierto punto,18,0.003008,0.003008,3,tercero
ahi hay nada,24,0.003001,0.003001,3,tercero
como tal porque,23,0.002997,0.002997,3,tercero
presidente junta accion,25,0.002997,0.002997,3,tercero
entonces asi como,19,0.002996,0.002996,3,tercero
muy complicado porque,18,0.002994,0.002994,3,tercero
porque daba miedo,23,0.00299,0.00299,3,tercero
estado como tal,17,0.00299,0.00299,3,tercero
entonces eso paso,20,0.002989,0.002989,3,tercero
tenian nada ver,19,0.002989,0.002989,3,tercero
porque hay mucha,20,0.002986,0.002986,3,tercero
estados unidos entonces,18,0.002981,0.002981,3,tercero
todas formas lucha,26,0.002962,0.002962,3,tercero
derechos humanos tema,19,0.002958,0.002958,3,tercero
alto comisionado paz,24,0.002954,0.002954,3,tercero
como usted dice,24,0.002948,0.002948,3,tercero
carlos lleras restrepo,16,0.002947,0.002947,3,tercero
como dos tres,19,0.002945,0.002945,3,tercero
nada nada nada,20,0.002935,0.002935,3,tercero
actores armados pues,18,0.002933,0.002933,3,tercero
hubo mucha gente,31,0.002929,0.002929,3,tercero
consejo verbal guerra,40,0.002928,0.002928,3,tercero
eso muy bien,23,0.002925,0.002925,3,tercero
muy complejo porque,18,0.002924,0.002924,3,tercero
doctrina seguridad nacional,44,0.002922,0.002922,3,tercero
inc union patriotica,31,0.002921,0.002921,3,tercero
porque eso estaba,17,0.002916,0.002916,3,tercero
mucha gente eso,16,0.002913,0.002913,3,tercero
ahi hay como,17,0.002898,0.002898,3,tercero
hay muchos casos,19,0.002884,0.002884,3,tercero
armados margen ley,28,0.002879,0.002879,3,tercero
grupos armados margen,28,0.002879,0.002879,3,tercero
doy gracias dios,38,0.002877,0.002877,3,tercero
porque eso muy,21,0.002876,0.002876,3,tercero
eso eso como,23,0.002873,0.002873,3,tercero
pues todas maneras,23,0.002866,0.002866,3,tercero
entonces despues eso,19,0.002865,0.002865,3,tercero
entonces claro eso,20,0.002863,0.002863,3,tercero
fuerza publica como,17,0.002862,0.002862,3,tercero
como usted sabe,18,0.002862,0.002862,3,tercero
centro nacional memoria,21,0.00286,0.00286,3,tercero
vamos ver como,17,0.002854,0.002854,3,tercero
organizacion publica porque,28,0.002851,0.002851,3,tercero
sido muy dificil,20,0.00285,0.00285,3,tercero
inc ejercito popular,17,0.002849,0.002849,3,tercero
muy muy importante,20,0.002848,0.002848,3,tercero
mucha gente ahi,19,0.002844,0.002844,3,tercero
porque eso como,18,0.002841,0.002841,3,tercero
agencia nacional tierras,21,0.002837,0.002837,3,tercero
verdad muchas gracias,19,0.002837,0.002837,3,tercero
muchas gracias gracias,19,0.002827,0.002827,3,tercero
tema violencia sexual,20,0.00282,0.00282,3,tercero
inc instituto colombiano,16,0.002816,0.002816,3,tercero
muy bien muy,27,0.002812,0.002812,3,tercero
hasta ahi llego,15,0.002811,0.002811,3,tercero
muchos lideres sociales,13,0.002803,0.002803,3,tercero
hace mucho rato,16,0.002801,0.002801,3,tercero
como seres humanos,15,0.002798,0.002798,3,tercero
nada ver eso,37,0.002795,0.002795,3,tercero
zona reserva campesina,34,0.002794,0.002794,3,tercero
eso como como,16,0.002793,0.002793,3,tercero
general rojas pinilla,15,0.002784,0.002784,3,tercero
muy duro muy,43,0.002776,0.002776,3,tercero
entonces decia bueno,17,0.00277,0.00277,3,tercero
muy grande entonces,19,0.002763,0.002763,3,tercero
porque habian dicho,11,0.002763,0.002763,3,tercero
entonces usted dice,16,0.002756,0.002756,3,tercero
entonces eso dio,17,0.002756,0.002756,3,tercero
entonces raiz eso,24,0.002753,0.002753,3,tercero
elaboracion informe final,18,0.002752,0.002752,3,tercero
entonces eso pues,21,0.002748,0.002748,3,tercero
comite internacional cruz,22,0.002747,0.002747,3,tercero
internacional cruz roja,22,0.002747,0.002747,3,tercero
union patriotica como,15,0.002746,0.002746,3,tercero
asi asi asi,19,0.002746,0.002746,3,tercero
eso porque pues,22,0.002744,0.002744,3,tercero
ustedes como organizacion,14,0.002739,0.002739,3,tercero
como pues como,23,0.002736,0.002736,3,tercero
acuerdo como llama,28,0.002731,0.002731,3,tercero
hasta hace poco,16,0.00273,0.00273,3,tercero
sigue siendo muy,20,0.002728,0.002728,3,tercero
nivel nacional entonces,18,0.002722,0.002722,3,tercero
tema muy complejo,17,0.002719,0.002719,3,tercero
digamos ahi hay,19,0.002709,0.002709,3,tercero
listo bueno entonces,17,0.002705,0.002705,3,tercero
bueno entonces voy,18,0.002683,0.002683,3,tercero
consentimiento informado entonces,17,0.002682,0.002682,3,tercero
como digamos como,19,0.00268,0.00268,3,tercero
victima conflicto armado,16,0.002679,0.002679,3,tercero
sustitucion cultivos ilicitos,16,0.002677,0.002677,3,tercero
presencia grupos paramilitares,16,0.002676,0.002676,3,tercero
eso entonces como,14,0.002675,0.002675,3,tercero
pues muy dificil,16,0.002673,0.002673,3,tercero
muy grande porque,21,0.002655,0.002655,3,tercero
pues eso como,17,0.00265,0.00265,3,tercero
entonces hay como,16,0.002646,0.002646,3,tercero
porque iban matar,16,0.002643,0.002643,3,tercero
lucha contra narcotrafico,30,0.002643,0.002643,3,tercero
porque asi como,16,0.002642,0.002642,3,tercero
necesidades basicas insatisfechas,13,0.002638,0.002638,3,tercero
situacion muy compleja,22,0.002632,0.002632,3,tercero
ahi hay tema,22,0.00263,0.00263,3,tercero
zonas reserva campesina,41,0.002629,0.002629,3,tercero
victimas violencia sexual,17,0.002617,0.002617,3,tercero
usted puede ver,12,0.002617,0.002617,3,tercero
porque estaba muy,16,0.002617,0.002617,3,tercero
hacia parte grupo,76,0.002613,0.002613,3,tercero
relacion muy estrecha,14,0.002611,0.002611,3,tercero
como decia ahora,16,0.002609,0.002609,3,tercero
organizacion publica entonces,26,0.002608,0.002608,3,tercero
asi como usted,14,0.002602,0.002602,3,tercero
punto vista politico,17,0.002598,0.002598,3,tercero
muchas gracias muy,18,0.00259,0.00259,3,tercero
entonces bueno eso,15,0.002588,0.002588,3,tercero
mucha gente porque,22,0.002583,0.002583,3,tercero
porque hay como,19,0.00258,0.00258,3,tercero
muchisimas gracias test,18,0.002579,0.002579,3,tercero
entonces pues como,25,0.002579,0.002579,3,tercero
nacional memoria historica,18,0.002575,0.002575,3,tercero
tengo nada ver,31,0.002571,0.002571,3,tercero
bueno buenas tardes,12,0.002567,0.002567,3,tercero
sistema integral verdad,15,0.002565,0.002565,3,tercero
decia hace rato,14,0.002564,0.002564,3,tercero
hay muchas personas,16,0.002558,0.002558,3,tercero
inc movimiento abril,16,0.002554,0.002554,3,tercero
ninos ninas jovenes,16,0.002553,0.002553,3,tercero
impactos conflicto armado,14,0.002553,0.002553,3,tercero
movimiento social movimiento,12,0.002546,0.002546,3,tercero
estamos hablando estamos,17,0.002536,0.002536,3,tercero
dificil muy dificil,16,0.002533,0.002533,3,tercero
comunidades eclesiales base,52,0.002531,0.002531,3,tercero
como organizacion como,17,0.002528,0.002528,3,tercero
grupos armados pues,16,0.002524,0.002524,3,tercero
entonces dije pues,17,0.002517,0.002517,3,tercero
revolucionarias colombia ejercito,12,0.002514,0.002514,3,tercero
muy importante entonces,19,0.002512,0.002512,3,tercero
pues mucha gente,23,0.002512,0.002512,3,tercero
nadie decia nada,15,0.002508,0.002508,3,tercero
interrup claro cont,13,0.002507,0.002507,3,tercero
jugo papel muy,16,0.002505,0.002505,3,tercero
eso pues eso,16,0.002503,0.002503,3,tercero
firma acuerdo paz,12,0.002502,0.002502,3,tercero
como lider social,13,0.002495,0.002495,3,tercero
vale muchas gracias,13,0.002494,0.002494,3,tercero
hecho mucho dano,16,0.002484,0.002484,3,tercero
cruz roja internacional,14,0.002481,0.002481,3,tercero
tema muy importante,17,0.002478,0.002478,3,tercero
bueno listo entonces,14,0.002473,0.002473,3,tercero
movimiento derechos humanos,18,0.002472,0.002472,3,tercero
derechos humanos derechos,12,0.002465,0.002465,3,tercero
fuerte muy fuerte,15,0.002464,0.002464,3,tercero
proceso restitucion tierras,14,0.002464,0.002464,3,tercero
entonces eso genera,15,0.002454,0.002454,3,tercero
esto estoy diciendo,16,0.002454,0.002454,3,tercero
embajada estados unidos,27,0.002452,0.002452,3,tercero
inc administrativo seguridad,15,0.00245,0.00245,3,tercero
tal tal tal,18,0.00245,0.00245,3,tercero
eso muy muy,16,0.002448,0.002448,3,tercero
porque pues como,25,0.002444,0.002444,3,tercero
pues hay como,14,0.002444,0.002444,3,tercero
muy bien eso,16,0.002443,0.002443,3,tercero
como estados unidos,13,0.002443,0.002443,3,tercero
eso muy complicado,15,0.002439,0.002439,3,tercero
estamos hablando como,15,0.002438,0.002438,3,tercero
eso entonces ahi,18,0.002435,0.002435,3,tercero
estaba como muy,14,0.002433,0.002433,3,tercero
muchas gracias espacio,16,0.002431,0.002431,3,tercero
busqueda personas desaparecidas,16,0.002427,0.002427,3,tercero
cartel cali cartel,14,0.002422,0.002422,3,tercero
entonces eso estaba,12,0.002421,0.002421,3,tercero
tuve oportunidad conocer,15,0.00242,0.00242,3,tercero
bla bla bla,18,0.002419,0.002419,3,tercero
entonces ahi empieza,17,0.002417,0.002417,3,tercero
entonces como eso,17,0.002417,0.002417,3,tercero
entonces como digo,19,0.002414,0.002414,3,tercero
entonces creo hay,16,0.002414,0.002414,3,tercero
creo eso importante,13,0.002412,0.002412,3,tercero
todas maneras como,11,0.002406,0.002406,3,tercero
como tal pues,16,0.002405,0.002405,3,tercero
estados unidos como,17,0.002403,0.002403,3,tercero
eso sido como,13,0.002402,0.002402,3,tercero
sea ahi hay,14,0.002402,0.002402,3,tercero
parece muy interesante,17,0.002394,0.002394,3,tercero
entonces bueno ahi,13,0.002393,0.002393,3,tercero
pues usted sabe,12,0.002393,0.002393,3,tercero
dio muy duro,54,0.00239,0.00239,3,tercero
voy poner ejemplo,30,0.002389,0.002389,3,tercero
corte penal internacional,14,0.002385,0.002385,3,tercero
eso ayudo mucho,17,0.002384,0.002384,3,tercero
bueno nombre test,10,0.002383,0.002383,3,tercero
estado fuerza publica,15,0.002383,0.002383,3,tercero
como sea como,12,0.002382,0.002382,3,tercero
despues eso despues,15,0.002379,0.002379,3,tercero
conflicto armado colombiano,18,0.002379,0.002379,3,tercero
partido comunista colombiano,15,0.002378,0.002378,3,tercero
iban matar entonces,36,0.002376,0.002376,3,tercero
hago parte organizacion,14,0.002374,0.002374,3,tercero
test mil gracias,12,0.002373,0.002373,3,tercero
entonces eso genero,16,0.002372,0.002372,3,tercero
muy poca gente,14,0.002365,0.002365,3,tercero
plan colombia plan,15,0.002364,0.002364,3,tercero
tratamiento datos personales,17,0.002364,0.002364,3,tercero
porque hay muchas,15,0.002362,0.002362,3,tercero
grupos paramilitares zona,9,0.00236,0.00236,3,tercero
presencia muy fuerte,17,0.002359,0.002359,3,tercero
porque muy importante,15,0.002358,0.002358,3,tercero
muy bien entonces,30,0.002358,0.002358,3,tercero
porque fuerza publica,14,0.002357,0.002357,3,tercero
muy dificil entonces,16,0.002354,0.002354,3,tercero
muy bonito porque,10,0.002349,0.002349,3,tercero
integral verdad justicia,14,0.002348,0.002348,3,tercero
muchas gracias ustedes,15,0.002345,0.002345,3,tercero
sido muy importante,16,0.002341,0.002341,3,tercero
actores armados territorio,15,0.00234,0.00234,3,tercero
muy dificil eso,18,0.002338,0.002338,3,tercero
claro claro claro,24,0.002335,0.002335,3,tercero
porque son personas,9,0.002332,0.002332,3,tercero
estados unidos porque,19,0.00233,0.00233,3,tercero
sus hijos sus,12,0.002329,0.002329,3,tercero
conflicto armado hay,12,0.002328,0.002328,3,tercero
eso entonces creo,14,0.002324,0.002324,3,tercero
ley justicia paz,19,0.002316,0.002316,3,tercero
millones pesos eso,14,0.002315,0.002315,3,tercero
grupos armados entonces,17,0.002315,0.002315,3,tercero
estaba haciendo trabajo,17,0.002313,0.002313,3,tercero
entonces ahi viene,13,0.002312,0.002312,3,tercero
seria muy bueno,19,0.002311,0.002311,3,tercero
muy dificil creo,14,0.00231,0.00231,3,tercero
don test muchas,13,0.002308,0.002308,3,tercero
eso creo eso,14,0.002306,0.002306,3,tercero
grupo margen ley,13,0.002306,0.002306,3,tercero
esperanza paz libertad,13,0.002305,0.002305,3,tercero
proceso paz entonces,18,0.002305,0.002305,3,tercero
bueno entonces ahi,17,0.002299,0.002299,3,tercero
grupo armado ilegal,20,0.002294,0.002294,3,tercero
entonces frente eso,13,0.002294,0.002294,3,tercero
como eran como,11,0.002293,0.002293,3,tercero
muy bonito muy,11,0.002292,0.002292,3,tercero
bueno entonces como,14,0.002292,0.002292,3,tercero
como comunidad negra,11,0.002292,0.002292,3,tercero
organizacion como tal,12,0.002284,0.002284,3,tercero
muy importante creo,16,0.002279,0.002279,3,tercero
entonces eso importante,13,0.002278,0.002278,3,tercero
proceso paz farc,14,0.002275,0.002275,3,tercero
muy duro eso,14,0.002275,0.002275,3,tercero
organizacion publica como,20,0.002275,0.002275,3,tercero
nada entonces eso,14,0.002275,0.002275,3,tercero
mucha gente dice,16,0.002273,0.002273,3,tercero
eso asi como,15,0.002273,0.002273,3,tercero
consumo sustancias psicoactivas,13,0.002264,0.002264,3,tercero
hay muchas mujeres,11,0.002263,0.002263,3,tercero
plan nacional rehabilitacion,17,0.002263,0.002263,3,tercero
asi pues como,12,0.002257,0.002257,3,tercero
como estamos hablando,13,0.002255,0.002255,3,tercero
fuerza publica policia,10,0.002253,0.002253,3,tercero
llamaba mucho atencion,14,0.002252,0.002252,3,tercero
muy bien pues,13,0.002252,0.002252,3,tercero
grupos armados estan,13,0.002252,0.002252,3,tercero
entrevista sea utilizada,16,0.002252,0.002252,3,tercero
